,runtime_minutes,genres,title,foreign_gross,movie,production_budget,domestic_gross_y,worldwide_gross,domestic_success,foreign_success,WW_success
133,94.0,Drama,Diary of a Wimpy Kid,11700000.0,Diary of a Wimpy Kid,15000000.0,64003625.0,76954311.0,4.266908333333333,0.78,5.1302874
133,94.0,Family,Diary of a Wimpy Kid,11700000.0,Diary of a Wimpy Kid,15000000.0,64003625.0,76954311.0,4.266908333333333,0.78,5.1302874
134,123.0,Action,Kites,1300000.0,Kites,9200000.0,1685269.0,17155193.0,0.18318141304347826,0.14130434782608695,1.8646948913043477
134,123.0,Drama,Kites,1300000.0,Kites,9200000.0,1685269.0,17155193.0,0.18318141304347826,0.14130434782608695,1.8646948913043477
134,123.0,Romance,Kites,1300000.0,Kites,9200000.0,1685269.0,17155193.0,0.18318141304347826,0.14130434782608695,1.8646948913043477
136,116.0,Crime,Out of the Furnace,4300000.0,Out of the Furnace,22000000.0,11330849.0,15434375.0,0.5150385909090909,0.19545454545454546,0.7015625
136,116.0,Drama,Out of the Furnace,4300000.0,Out of the Furnace,22000000.0,11330849.0,15434375.0,0.5150385909090909,0.19545454545454546,0.7015625
136,116.0,Thriller,Out of the Furnace,4300000.0,Out of the Furnace,22000000.0,11330849.0,15434375.0,0.5150385909090909,0.19545454545454546,0.7015625
138,94.0,Action,The Spy Next Door,20900000.0,The Spy Next Door,28000000.0,24307106.0,46752858.0,0.8681109285714286,0.7464285714285714,1.6697449285714285
138,94.0,Comedy,The Spy Next Door,20900000.0,The Spy Next Door,28000000.0,24307106.0,46752858.0,0.8681109285714286,0.7464285714285714,1.6697449285714285
138,94.0,Family,The Spy Next Door,20900000.0,The Spy Next Door,28000000.0,24307106.0,46752858.0,0.8681109285714286,0.7464285714285714,1.6697449285714285
140,107.0,Drama,If I Stay,28400000.0,If I Stay,11000000.0,50474843.0,78356170.0,4.588622090909091,2.581818181818182,7.1232881818181815
140,107.0,Fantasy,If I Stay,28400000.0,If I Stay,11000000.0,50474843.0,78356170.0,4.588622090909091,2.581818181818182,7.1232881818181815
140,107.0,Music,If I Stay,28400000.0,If I Stay,11000000.0,50474843.0,78356170.0,4.588622090909091,2.581818181818182,7.1232881818181815
143,146.0,Drama,The Help,46900000.0,The Help,25000000.0,169705587.0,213120004.0,6.78822348,1.876,8.52480016
145,104.0,Comedy,Entourage,16900000.0,Entourage,30000000.0,32363404.0,46438538.0,1.0787801333333333,0.5633333333333334,1.5479512666666666
146,100.0,Comedy,Widows,33600000.0,Widows,40000000.0,42402632.0,73866088.0,1.0600658,0.84,1.8466522
146,100.0,Drama,Widows,33600000.0,Widows,40000000.0,42402632.0,73866088.0,1.0600658,0.84,1.8466522
147,129.0,Crime,Widows,33600000.0,Widows,40000000.0,42402632.0,73866088.0,1.0600658,0.84,1.8466522
147,129.0,Drama,Widows,33600000.0,Widows,40000000.0,42402632.0,73866088.0,1.0600658,0.84,1.8466522
147,129.0,Thriller,Widows,33600000.0,Widows,40000000.0,42402632.0,73866088.0,1.0600658,0.84,1.8466522
162,103.0,Comedy,Uncle Drew,4200000.0,Uncle Drew,18000000.0,42469946.0,46527161.0,2.3594414444444443,0.23333333333333334,2.5848422777777778
